"n","vare","B","seed","a1","a2","a3","a4","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.CG.1","est.CG.2","est.CG.3","est.CG.4","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4"
800,0.09,80,2000001,-1,0,1,2,1.30374949970381,0.479913337740608,0.728577818663266,-1.04511459799581,0.672737004730386,0.564545430350735,0.652134321376844,0.0119254012366231,1.03421112536515,0.544894875182682,0.633885012724251,-0.711968063597664,0.909031443044123,0.527464237778382,0.676786678084994,-0.486362536996983,0.0373289639623505,0.0135449452190253,0.0138123271103893,0.0343426947636327,0.0687514540252357,0.0167673947308888,0.0179735348731065,0.0835740750472632,0.145210132290037,0.0177796927777526,0.0210611150928086,0.175775596920176,0.179116224705181,0.02577700422149,0.028383644823139,0.246374393108767,0.0388990393406571,0.013633668508727,0.0139642054121382,0.0374126323860044,0.0738397127580016,0.0198507181890847,0.0210898947879439,0.0926778551061989,0.20388791961179,0.0268497033107719,0.0283223612174108,0.248752951671672,0.34800326393845,0.0745054059780076,0.0749019301826508,0.420839351158921
8000,0.09,80,2000001,-1,0,1,2,1.25949070933548,0.499221987375809,0.750395821932059,-1.01120135318501,0.812098016310021,0.555894475177823,0.703377990078289,-0.205264686217878,1.42111618016617,0.53140518427318,0.67967392471527,-1.26522132288383,1.30150645468833,0.48643179650259,0.752413768865519,-1.22531986926407,0.0132808567469515,0.00442454983326356,0.00442323050277239,0.0129851685835032,0.0307322201338476,0.00680099852179435,0.0066157868200437,0.0457188185311522,0.0743579905319359,0.0070567104456087,0.00720881894136952,0.0955386823255617,0.0889217432719936,0.0119927392265924,0.0120537781260189,0.141566340612292,0.0133874858648017,0.00443585681054206,0.00443348106301518,0.0131800259071086,0.03104883982144,0.00692339008137459,0.00673570434438274,0.0462131061519127,0.0757838203901457,0.00724258630163766,0.00730769611786604,0.0976511310337256,0.0916275892326306,0.0127969047316729,0.0126988241948052,0.146951533508784
800,0.09,80,2000002,-1,0,1,2,1.24975130158888,0.51365562604068,0.742572443370662,-0.950420827209611,0.748796886706914,0.579976140884083,0.686340541936145,-0.0688069491357969,1.18301247671569,0.56231340290451,0.662021793327398,-0.970373015167112,1.00797876394196,0.542544461029169,0.704103323124285,-0.80812357321428,0.0344506706815706,0.0139857438701441,0.0135438921925316,0.0370922456974454,0.0437648836008431,0.0151098852479599,0.0148924640493738,0.065055605232,0.0951408746188074,0.0160660300487948,0.0168087204224303,0.13513462123035,0.118117362701505,0.0224720803692683,0.022999562830744,0.270182263518879,0.0350227163443837,0.0140566997853064,0.0135937728366038,0.0388561418541198,0.0445055608814131,0.0154171462340655,0.0151520288975166,0.0680464371354119,0.105620559345129,0.0173095555245788,0.0173025614522508,0.157401971615933,0.22259934778988,0.05370665278242,0.0494338598070267,0.456419710837604
8000,0.09,80,2000002,-1,0,1,2,1.24950979372179,0.500043789800466,0.747990416841147,-0.991408191565857,0.790862877550395,0.556409695941332,0.69955497090071,-0.12460871803125,1.334092269287,0.532239487314871,0.680535457928944,-1.08699838529303,1.18599924697444,0.493662468085702,0.753013663829598,-1.07232694222166,0.0121734760293777,0.00440943712237065,0.00435868932405033,0.0111300578632392,0.0305231884187946,0.00710561921866245,0.00779576385078003,0.0474523216644691,0.0701132232101906,0.00743965963537404,0.0073738674979522,0.104897453480445,0.10457219654396,0.0138550314927678,0.0140526634222904,0.127894551408798,0.0122015137491719,0.0044119782184205,0.00436078783544304,0.0111891507467839,0.0310791587311611,0.00747097375889506,0.00823805846685328,0.0489606918505915,0.0731052641033792,0.00793047548917511,0.00774915853574132,0.1098061389369,0.107101129360284,0.0145933244852974,0.0147587705846322,0.133251367208757
800,0.09,80,2000003,-1,0,1,2,1.26196240473044,0.511656589077768,0.731535938887552,-1.01791539727786,0.928459105882415,0.539013575546378,0.687306209870355,-0.140050108677849,1.57204398481921,0.52870744885595,0.674476663235734,-0.988927077631175,1.27393343744359,0.498679834505096,0.719727329664986,-1.42504252035896,0.0276243963288775,0.0140880642990719,0.0134369895896226,0.0431485481166484,0.0569308381455729,0.0169231969898376,0.0167876642582345,0.102423859731331,0.144285304609142,0.0193265454447621,0.0189811109316657,0.204194255274622,0.176530748488743,0.029062098126867,0.0288660439651003,0.405686638119335,0.028086594388902,0.0142048385936405,0.0135264494687153,0.0461474608554398,0.0587143306126332,0.017861880086459,0.0177958347236664,0.110466954338897,0.156945277482632,0.0214126312600179,0.0201462497888189,0.2352111097468,0.201306464724719,0.0360961217950538,0.0340793658366147,0.4890313282107
8000,0.09,80,2000003,-1,0,1,2,1.2582852915263,0.501145042142271,0.75709884938193,-0.982485252344506,0.828293880326553,0.553961838701695,0.715590401950741,-0.15699400501722,1.45068446295488,0.529438004994825,0.6957943563692,-1.18766950830814,1.13912323545531,0.501278732364102,0.756341455851704,-1.01704101164688,0.011118533558247,0.00435142228841138,0.00429378669490032,0.0118537588475916,0.0253365422634538,0.00605832871291885,0.00651927377336241,0.0407230893536756,0.058936204339625,0.00687432231241519,0.00714788189229474,0.086613235433852,0.0960565464574818,0.0134278278685113,0.0134087310743325,0.112609650345979,0.0111857761557912,0.00436183219313135,0.00430167466168779,0.0120355202628284,0.025566651542627,0.0062156381948808,0.00670445343311013,0.041317348103046,0.0607896326397275,0.00720036741341593,0.00738611171484434,0.089642628641723,0.0985457583889181,0.0141859101502137,0.0140931075117751,0.116851600228011
800,0.09,80,2000004,-1,0,1,2,1.18527918020089,0.504020026124917,0.736150133110994,-0.970302499381851,0.690948088574502,0.577149453896722,0.658439153049697,0.0925008551750185,1.05616482750643,0.558218193277379,0.642485724299397,-0.607137786740419,1.01842049384011,0.552189039031196,0.668709175646026,-0.305617359992478,0.0437280822376721,0.0137917177269696,0.0141416108437166,0.0390279117635394,0.0770512807238822,0.0159043791406644,0.0165519005758248,0.074991779580544,0.159714061138144,0.0168185228973839,0.0196224662345149,0.151880216353174,0.235084395355022,0.025181626539863,0.0245104581766595,0.234767394972063,0.0450470588011046,0.0139144420159385,0.0142269910517332,0.0416141325584327,0.10497863811427,0.0233633655038067,0.0219565183992049,0.0855414653330214,0.303286901868456,0.0286641091853945,0.0297804838265896,0.247665877791995,0.958725316267081,0.107522070715725,0.0912889955495185,0.416268215484881
8000,0.09,80,2000004,-1,0,1,2,1.24997804710335,0.501582348414256,0.750636793226528,-1.01051216944749,0.819542494528678,0.565889102981518,0.695977525871652,-0.167800857280181,1.37911024112154,0.544473997404798,0.673919279256325,-1.14252960083427,1.37018524807468,0.487068855335451,0.766033225968476,-1.2472372122917,0.0114669120417246,0.00443314838204886,0.00450035657326082,0.0139064794244907,0.0268093608945395,0.00566120811362133,0.00580217322020042,0.0337881716232947,0.0599479828732902,0.00606206674577475,0.00673926916675356,0.0698732646191898,0.098387531907332,0.0126635627081065,0.0136233630896634,0.127268816964822,0.0115612368202341,0.0044431564961981,0.00451038081956162,0.0140938536540608,0.0269087601592185,0.00570336056161998,0.00584705116416937,0.0340189893548724,0.060585687049446,0.00615582126470661,0.00678744853080288,0.0710608956394568,0.101115421928569,0.0134375474091439,0.0143102195829689,0.132806513369659
800,0.09,80,2000005,-1,0,1,2,1.20987376159655,0.491165659522536,0.740871431165302,-1.04031530026201,0.663519528433257,0.57249237042965,0.676533263990822,-0.167330546976336,1.01263239073073,0.549034400956065,0.649763449501804,-0.974664843689669,0.878380750767629,0.532211596516359,0.702042997399044,-1.03565196051044,0.0420705933973788,0.0136686160814428,0.0139466226762153,0.0518220631546951,0.0393144983820739,0.0172351995322546,0.0209473758842983,0.157858545371213,0.101828626080583,0.0198488021396384,0.0197130011076071,0.302237766016166,0.169856579945135,0.034892282146537,0.0398554925420451,0.564694274121817,0.0501054172314012,0.0144407804937907,0.0147851854130603,0.0635561589915943,0.0587420846029133,0.0300731329734729,0.0349197082624464,0.203387074054873,0.239497537679159,0.0407487215158035,0.0377604382025128,0.464463183918573,0.475346240144899,0.133081954920889,0.1353202894412,1.14299305976267
8000,0.09,80,2000005,-1,0,1,2,1.26557647516925,0.501374668527206,0.749524058099634,-1.00682582319745,0.782979899645169,0.564163842728333,0.696864173181768,-0.168119900951393,1.33108214856816,0.540537015393439,0.672277075814609,-1.17200831265541,1.22259350565919,0.496898940110286,0.751071061560422,-1.16527810076678,0.0117882372486703,0.00438528796318369,0.00445642965221597,0.0119332381677335,0.0261521826989304,0.00557558729731651,0.00573501446873586,0.0310639896311869,0.0584418268460646,0.00580491006213032,0.00658750048881295,0.064885932706579,0.102912765412001,0.012671848184635,0.0132775709041559,0.113945217278626,0.011822107555095,0.00438823444960283,0.00445930403799949,0.0120148470727541,0.0262830886519317,0.00561882572948902,0.00578005929782667,0.0312950676723149,0.0590540139389635,0.00588213837438379,0.0066262455232625,0.0660070371796859,0.105545534939922,0.0134215136133096,0.0139402384893056,0.119337719180422
