"n","vare","B","seed","a1","a2","a3","a4","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.CG.1","est.CG.2","est.CG.3","est.CG.4","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4"
800,0.09,80,4000001,-1,0,1,2,1.28804442160234,0.499509969913683,0.726046671051865,-1.04832175850838,0.71596241454246,0.564742887722051,0.683726676123173,-0.139446112240274,1.25754273669643,0.541118132859147,0.65654873611793,-1.15392916084394,1.07462683629554,0.504804529634414,0.725823415527562,-1.09991302353358,0.0396130625909044,0.0145259236682067,0.0144924306295136,0.0433854303150676,0.0659309890485431,0.0162205449361955,0.0173073833481152,0.0973269638606795,0.167820653791686,0.0170090695773728,0.0209073735431493,0.185404310279753,0.268336443449301,0.0320878999358275,0.03480341670747,0.344514981476676,0.0416427697640998,0.0146536078560352,0.0146184854247312,0.0472403580415378,0.0704123868313925,0.0178645214880895,0.0191091719324555,0.107521701975577,0.188725821781313,0.018849312751771,0.0218385785377108,0.218530659732398,0.357184757971313,0.0551495882436148,0.0546683584737139,0.510581228215038
8000,0.09,80,4000001,-1,0,1,2,1.25461081047088,0.493822779026108,0.747323013217904,-0.997178427532397,0.868108091435326,0.544316485361487,0.703073968312825,-0.117992812512237,1.49199960460055,0.523849178699364,0.688374124709424,-1.10863988561845,1.33102119244232,0.498358020467365,0.74109500562217,-0.737446283534201,0.012597759988264,0.00436563043472629,0.00430830040787545,0.0112522808503912,0.0336141235456966,0.00743314796920089,0.0084373510920069,0.0452046225150324,0.081500116436967,0.00841663879747895,0.0087237801439222,0.105611527957575,0.0807142411751319,0.0151024747712975,0.0171367881441662,0.132215258929388,0.0126401029273644,0.00436966907028953,0.00431271098743226,0.0113375866626156,0.0352908554266675,0.00825556735053286,0.00924601018568353,0.0465887951178957,0.0911042609832529,0.00974743483793083,0.00999542664214492,0.113940490702694,0.108763889104029,0.0203322237942426,0.0221046662085379,0.147238836966994
800,0.09,80,4000002,-1,0,1,2,1.25701358628505,0.5054643694933,0.747453478137508,-1.0142130230235,0.836931560128404,0.546522743338185,0.720143055858067,-0.141872004878543,1.4245048686587,0.521664330267493,0.704148395709168,-1.08868395771133,1.4339918195974,0.44452862098371,0.80261820049672,-1.61891256447548,0.0354372772290558,0.0139206827499056,0.0142500024866072,0.044721485581395,0.0523056870894839,0.0158018916219225,0.0167247544778917,0.103270601205967,0.116912227266246,0.0179871095579428,0.0179660509958572,0.210438085913204,0.289258500812758,0.0382488029357829,0.0392646747867762,0.420084666294312,0.0369760822271304,0.0140695645512075,0.0143723860621544,0.0488394303894804,0.0545670388242788,0.0170778028906097,0.0181821603107674,0.112207459902808,0.142943957083667,0.0216481810292315,0.0200648328462152,0.253113339972026,0.336121038456846,0.0537256586587332,0.0498827814180321,0.556935905357919
8000,0.09,80,4000002,-1,0,1,2,1.2751270062037,0.519071761105311,0.759533574639327,-0.978426103222096,0.868615735678064,0.581616030056119,0.704925071998826,-0.0336223336172586,1.41707095858114,0.565220305284612,0.688945571589038,-0.895476554930709,1.26797021294749,0.545304012989133,0.731409640319701,-0.558246942362295,0.0115308769242227,0.00434496824774779,0.00434274873012592,0.0114897853797561,0.033398007759766,0.00631178538871935,0.00627713097217598,0.032067415335164,0.0717156059965567,0.00661478209085261,0.00713591699410876,0.0689511069586492,0.0722996723007479,0.0116257415113598,0.0125077415451162,0.0998423185632626,0.0115700695276386,0.00434950197840357,0.00434737632183084,0.011588836361882,0.0337172070114666,0.00647525207871804,0.00644472391070219,0.0324160034948537,0.0735562690965095,0.00690349698638869,0.00736277807606805,0.0711899200525968,0.0884180800015617,0.0150587970613837,0.0156920622217541,0.109053572225685
800,0.09,80,4000003,-1,0,1,2,1.2932264897682,0.503133554437629,0.750739063392842,-1.06525519629059,0.743028012379292,0.571803730525163,0.684698126955499,-0.0513378173298898,1.21781826634764,0.547698800499252,0.664474331425103,-0.96253128632169,1.33300551564027,0.47476716862948,0.771521964985577,-1.12724292060794,0.0329269466534575,0.0143013048172617,0.0140463969178741,0.0449373323136109,0.104721163819751,0.0188931719215181,0.0185985946565564,0.112189565975837,0.240498433214903,0.0198792216455376,0.0217355020543294,0.254223290528641,0.261810578638417,0.0394149153270678,0.0419563234557037,0.402998184588761,0.0354009524430227,0.0144787003619144,0.0141863702127934,0.0490898217041888,0.109198280365165,0.0204496917620681,0.0199549704783994,0.119704361250899,0.273382165919899,0.0245953226443244,0.0243424829698854,0.306722853433875,0.395361437240517,0.0680443087767577,0.0670786677892387,0.583323717927637
8000,0.09,80,4000003,-1,0,1,2,1.22802798986359,0.505936912286884,0.756885472002201,-0.982609161941659,0.800049738824603,0.564282591373639,0.708477256849617,-0.0912833252791913,1.32696272090598,0.542012215551766,0.690801847665002,-1.00763745652449,1.26781271941617,0.506760310257862,0.756310056156669,-0.846528134676155,0.0119366469086099,0.00436097664352275,0.00429750151250668,0.0112403477584378,0.0244868119143107,0.0058739067269373,0.00634677852267698,0.0379639755810585,0.057225473955496,0.00644304510996524,0.00667731183977483,0.0804015217956174,0.0780033058527932,0.0125239087689845,0.0140222024684862,0.127309927421602,0.0119737889116194,0.0043641208657909,0.00430059831787149,0.0113141115758202,0.0248665477718854,0.00605063623296382,0.00653642975812723,0.0384973882477411,0.0594531725386538,0.00673054555070007,0.00689588945662205,0.0829758101524429,0.0903396305008124,0.0150475962133669,0.0163671640033439,0.137769661810051
800,0.09,80,4000004,-1,0,1,2,1.26357967063837,0.47358544802966,0.733760276271184,-1.06717642305389,0.755294795529623,0.546434656014124,0.671542411071055,-0.113228910255166,1.24629123876344,0.526150336463332,0.643016782511545,-1.08986634997164,1.32583296042885,0.456071723240476,0.737783180019089,-0.825058531860659,0.0383910896484963,0.013885923335276,0.0141028299075261,0.0471969803266848,0.0557671690509665,0.016812507289298,0.0176893070316945,0.109813082381514,0.117976983802386,0.0180606556039052,0.0199495128603947,0.228045984964493,0.20648423156214,0.0389432154461258,0.0377733869659182,0.320313385670029,0.0409271853589384,0.0142075292972615,0.0142902201249319,0.052538450729636,0.0642130730318928,0.0205822383252919,0.0211120657057509,0.12166752186272,0.169024397112054,0.0237741205396397,0.0228704375901157,0.285377725602533,0.457897829958787,0.0923031683621859,0.0844264708734501,0.508081126359006
8000,0.09,80,4000004,-1,0,1,2,1.23019714603387,0.502599622486299,0.735755760539419,-1.00323674097275,0.80394055564154,0.556631453603975,0.696639185564766,-0.191016821236962,1.38619947138349,0.533041236980961,0.673424599230724,-1.22859458413406,1.29430822417545,0.486976393890344,0.757065603236634,-1.25415987825821,0.0125928866314624,0.00439400052278478,0.00446304110515116,0.013047050271384,0.0283048509823,0.00660682075708509,0.00707201567058511,0.046897702390101,0.0669465386482186,0.00710075464662273,0.00727550096300994,0.100592643835844,0.0996356637404035,0.0137905073309946,0.0147506695357279,0.145160496758446,0.0126851421012484,0.00440215221697263,0.00447252497853354,0.0132130438145576,0.0286077216644806,0.0067555712567461,0.0072503605716034,0.0475676570199795,0.0689755909699096,0.00739934675883036,0.00749178427168294,0.103765543001856,0.102984440176367,0.0146208783834503,0.0155311423056873,0.151069815742426
800,0.09,80,4000005,-1,0,1,2,1.2380871247359,0.520848429588281,0.746227554028658,-0.965227903010807,0.92131829182263,0.580693131420839,0.698430672773529,0.0052261468989073,1.54860257751327,0.570531444097493,0.677924168171157,-0.898577528053583,1.58188480051246,0.534923323873714,0.734563278516162,-0.796078023007062,0.0289844492593166,0.0140496515612301,0.0136869968849369,0.0360176163506689,0.0993533659458028,0.0190579565756225,0.0192434495628817,0.124681214224569,0.227640614903867,0.021014251600617,0.0231703327909675,0.274985749098172,0.30825633904651,0.0419505907268457,0.0424823383183907,0.541735170849692,0.0301325546100148,0.0142096416015815,0.0137828999965798,0.0396041271984829,0.130806100208904,0.0290580755698862,0.0287599276023979,0.160037593357325,0.470374989495095,0.0442748032388893,0.0423191275232599,0.523256256113624,1.2785986906193,0.163574466843876,0.158525293459371,1.26431438836737
8000,0.09,80,4000005,-1,0,1,2,1.26463605587161,0.50421758211981,0.759285365600829,-0.999164040101148,0.842131854876192,0.561932451292063,0.708339974574281,-0.159360499730521,1.43870178893981,0.540478086265581,0.686478436600054,-1.16983945580009,1.27266598965172,0.517762846776945,0.74090315606653,-0.835428201768447,0.0126900906673832,0.00437895220315182,0.00438877121723651,0.0120176068678517,0.033800648596977,0.00600938547070699,0.00590221433752912,0.0300703681198538,0.0723884339779794,0.00599503500617033,0.00682071170231247,0.0626352357248532,0.102093226457255,0.0116426505907494,0.012008070367783,0.098648272300327,0.0127695800197567,0.00438739671072462,0.00439944141051813,0.0121802391391975,0.0340599568210641,0.0061110798258299,0.00601140015312686,0.0303514187065947,0.0735704195770011,0.00616563503549591,0.00694850142309779,0.0642555153536666,0.110456435109162,0.0138704233296886,0.0141544952316277,0.107120344776996
